loss,accuracy,val_loss,val_accuracy
0.020085101947188377,0.9925242066383362,0.054118458181619644,0.9841897487640381
0.017408454790711403,0.9938434362411499,0.0527753084897995,0.9881423115730286
0.01651385985314846,0.9947229623794556,0.057640232145786285,0.9881423115730286
0.01765306107699871,0.9916446805000305,0.060623954981565475,0.9881423115730286
0.015530478209257126,0.9934036731719971,0.058383721858263016,0.9841897487640381
0.017203684896230698,0.992963969707489,0.049546945840120316,0.9881423115730286
0.012086603790521622,0.9947229623794556,0.05592256411910057,0.9841897487640381
0.015078104101121426,0.9938434362411499,0.06560740619897842,0.9802371263504028
0.01639968901872635,0.9938434362411499,0.054423119872808456,0.9841897487640381
0.008844058960676193,0.996921718120575,0.057034388184547424,0.9881423115730286
0.010403230786323547,0.9956024885177612,0.05254092440009117,0.9881423115730286
0.014867064543068409,0.992963969707489,0.05357930809259415,0.9881423115730286
0.017017338424921036,0.992963969707489,0.0550987645983696,0.9881423115730286
0.008629180490970612,0.9960421919822693,0.05801165848970413,0.9841897487640381
0.01566602662205696,0.9951627254486084,0.057887833565473557,0.9881423115730286
0.010741542093455791,0.9960421919822693,0.06318388879299164,0.9881423115730286
0.012876799330115318,0.9947229623794556,0.0546039454638958,0.9881423115730286
0.00956676248461008,0.9964819550514221,0.05560799315571785,0.9881423115730286
0.01066540740430355,0.9956024885177612,0.05604354664683342,0.9881423115730286
0.01385989598929882,0.9934036731719971,0.05988902598619461,0.9881423115730286
0.01434382889419794,0.9925242066383362,0.08086387813091278,0.9802371263504028
0.010934293270111084,0.9960421919822693,0.06968199461698532,0.9841897487640381
0.015346319414675236,0.9938434362411499,0.06329534947872162,0.9802371263504028
0.015484810806810856,0.9938434362411499,0.07057781517505646,0.9802371263504028
0.00933616328984499,0.9964819550514221,0.0648747906088829,0.9841897487640381
0.009483367204666138,0.9960421919822693,0.05460045486688614,0.9802371263504028
0.0101854233071208,0.9960421919822693,0.06386424601078033,0.9802371263504028
0.010739807970821857,0.9960421919822693,0.0576288104057312,0.9802371263504028
0.012024707160890102,0.9964819550514221,0.069899782538414,0.9881423115730286
0.007286034058779478,0.9978012442588806,0.0665634348988533,0.9841897487640381
0.012291970662772655,0.9956024885177612,0.08417107909917831,0.9802371263504028
0.014216813258826733,0.9960421919822693,0.05592222139239311,0.9881423115730286
0.010276923887431622,0.9956024885177612,0.052938707172870636,0.9881423115730286
0.0102381044998765,0.9960421919822693,0.07809051871299744,0.9881423115730286
0.007783445063978434,0.9973614811897278,0.05961723253130913,0.9881423115730286
0.0084702018648386,0.996921718120575,0.05999593064188957,0.9881423115730286
0.008118296973407269,0.9973614811897278,0.052543528378009796,0.9881423115730286
0.010153586976230145,0.9960421919822693,0.04392829164862633,0.9881423115730286
0.007579462137073278,0.9978012442588806,0.054335933178663254,0.9881423115730286
0.0063698189333081245,0.9973614811897278,0.06082436069846153,0.9881423115730286
0.00595036381855607,0.9973614811897278,0.06710273772478104,0.9881423115730286
0.00744581688195467,0.996921718120575,0.059984296560287476,0.992094874382019
0.010488685220479965,0.9964819550514221,0.05436086282134056,0.9881423115730286
0.01236750092357397,0.9947229623794556,0.060964036732912064,0.9881423115730286
0.007348456420004368,0.996921718120575,0.05470719188451767,0.9881423115730286
0.00767715647816658,0.9964819550514221,0.06193086877465248,0.9841897487640381
0.005911259446293116,0.9986807107925415,0.07236364483833313,0.9841897487640381
0.012642198242247105,0.9964819550514221,0.07646080106496811,0.9841897487640381
0.011047963984310627,0.9956024885177612,0.06927496194839478,0.9841897487640381
0.009683064185082912,0.9960421919822693,0.07337839156389236,0.9841897487640381
0.011885088868439198,0.9951627254486084,0.07616595923900604,0.9802371263504028
0.009809399023652077,0.9978012442588806,0.06885991990566254,0.9841897487640381
0.006567133124917746,0.9973614811897278,0.06857182830572128,0.9841897487640381
0.0068087708204984665,0.9978012442588806,0.06885643303394318,0.9881423115730286
0.00609685480594635,0.9978012442588806,0.06670848280191422,0.9841897487640381
0.005440329201519489,0.9982410073280334,0.06503341346979141,0.9841897487640381
0.007278856821358204,0.9964819550514221,0.07491860538721085,0.9841897487640381
0.0038551848847419024,0.9986807107925415,0.07981468737125397,0.9802371263504028
0.00453534908592701,0.9986807107925415,0.0698016956448555,0.9841897487640381
0.013990412466228008,0.9960421919822693,0.06849545240402222,0.9881423115730286
0.009173416532576084,0.9973614811897278,0.06917768716812134,0.9881423115730286
