loss,accuracy,val_loss,val_accuracy
0.3492339849472046,0.9032541513442993,0.1645776629447937,0.9525691866874695
0.20510920882225037,0.9291996359825134,0.13114826381206512,0.9525691866874695
0.16336315870285034,0.9459102749824524,0.12479367107152939,0.9644268751144409
0.14756621420383453,0.9520668387413025,0.1195245087146759,0.9644268751144409
0.1351414918899536,0.953386127948761,0.11146841943264008,0.9644268751144409
0.1125497967004776,0.9560246467590332,0.10453338176012039,0.9644268751144409
0.09606248140335083,0.9656991958618164,0.09482664614915848,0.9683794379234314
0.08773774653673172,0.9683377146720886,0.09118256717920303,0.9683794379234314
0.07922220230102539,0.970536470413208,0.10310456156730652,0.9683794379234314
0.0703456848859787,0.9749340415000916,0.07694218307733536,0.9683794379234314
0.059968724846839905,0.9806508421897888,0.07652300596237183,0.9762845635414124
0.06568939238786697,0.9758135676383972,0.0828433558344841,0.9723320007324219
0.05581509321928024,0.9793315529823303,0.07907421141862869,0.9762845635414124
0.05112041160464287,0.980211079120636,0.08136619627475739,0.9723320007324219
0.04495587199926376,0.9837291240692139,0.07359237968921661,0.9802371263504028
0.040588315576314926,0.9846085906028748,0.07738848775625229,0.9802371263504028
0.04952843114733696,0.9810906052589417,0.07466946542263031,0.9802371263504028
0.0506109781563282,0.9810906052589417,0.06887424737215042,0.9841897487640381
0.04103522002696991,0.9815303683280945,0.07825302332639694,0.9802371263504028
0.03613677993416786,0.9881266355514526,0.0723792016506195,0.9802371263504028
0.03248303756117821,0.9872471690177917,0.08364427834749222,0.9762845635414124
0.03513761982321739,0.9854881167411804,0.06293974816799164,0.9841897487640381
0.0314326174557209,0.9863676428794861,0.05140066519379616,0.9841897487640381
0.026780327782034874,0.989885687828064,0.06609207391738892,0.9841897487640381
0.02729462832212448,0.9894459247589111,0.07142096012830734,0.9802371263504028
0.024487853050231934,0.9894459247589111,0.06285492330789566,0.9841897487640381
0.02534223534166813,0.990325391292572,0.0554516427218914,0.9841897487640381
0.03523567318916321,0.9863676428794861,0.045293450355529785,0.9841897487640381
0.020994802936911583,0.9916446805000305,0.0513070747256279,0.9841897487640381
0.020785905420780182,0.9920844435691833,0.0598401203751564,0.9841897487640381
0.023893821984529495,0.990325391292572,0.07408159226179123,0.9762845635414124
0.02159086987376213,0.9920844435691833,0.06330963969230652,0.9841897487640381
0.018591303378343582,0.9938434362411499,0.0652032196521759,0.9802371263504028
0.025431616231799126,0.9894459247589111,0.061187271028757095,0.9802371263504028
0.022412503138184547,0.990325391292572,0.059149909764528275,0.9841897487640381
0.013002644293010235,0.9951627254486084,0.0678933709859848,0.9841897487640381
0.018617581576108932,0.9920844435691833,0.06626975536346436,0.9802371263504028
0.019025366753339767,0.9938434362411499,0.06251490116119385,0.9841897487640381
0.019350241869688034,0.9916446805000305,0.056167930364608765,0.9802371263504028
